epoch,val_loss,val_acc
1,0.6935944027370877,0.5277777777777778
2,0.6941146386994256,0.4722222222222222
3,0.7072212232483758,0.4722222222222222
4,0.6990456779797872,0.4722222222222222
5,0.6916342576344808,0.5277777777777778
6,0.6958841615253024,0.4722222222222222
7,0.6982340282864041,0.4722222222222222
8,0.6931949059168497,0.4722222222222222
9,0.6988905999395583,0.4722222222222222
10,0.6950581404897902,0.4722222222222222
11,0.6917378571298387,0.5277777777777778
