clustering_proxy,adjacency_l1_mean,edge_entropy,mean_max_edge,method
0.02777778171002865,0.1666666716337204,1.7917596101760864,0.16675856709480286,Full HAB
0.0277777798473835,0.1666666716337204,1.7917594909667969,0.1667582243680954,w/o World Model
0.02777778171002865,0.1666666716337204,1.7917596101760864,0.16675856709480286,w/o Small-World Loss
0.02777778171002865,0.1666666716337204,1.7917596101760864,0.16675855219364166,w/o Neural-Cognitive Align
0.02777778171002865,0.1666666716337204,1.7917596101760864,0.16675856709480286,Dense Neural Graph
