epoch,val_loss,val_acc
1,0.6935923629336886,0.5277777777777778
2,0.6941120293405321,0.4722222222222222
3,0.707219037744734,0.4722222222222222
4,0.6990583472781711,0.4722222222222222
5,0.691634734471639,0.5277777777777778
6,0.6958717902501425,0.4722222222222222
7,0.6982326904932658,0.4722222222222222
8,0.6932043102052476,0.4722222222222222
9,0.6988829241858588,0.4722222222222222
10,0.6950599220063951,0.4722222222222222
11,0.6917397181193033,0.5277777777777778
