epoch,val_loss,val_acc
1,0.693594389491611,0.5277777777777778
2,0.6941129101647271,0.4722222222222222
3,0.7072178257836236,0.4722222222222222
4,0.6990408831172519,0.4722222222222222
5,0.6916266083717346,0.5277777777777778
6,0.695874359872606,0.4722222222222222
7,0.6982219550344679,0.4722222222222222
8,0.6931842035717435,0.4722222222222222
9,0.6988778180546231,0.4722222222222222
10,0.6950431995921664,0.4722222222222222
11,0.6917266183429294,0.5277777777777778
